       0.0000000  -5.6916689e-06  -5.4588731e-06  -6.0278383e-06  -5.8486843e-06
  -5.0207317e-06  -2.5290823e-06  -7.9584751e-06  -1.3093958e-05  -9.4070839e-06
  -1.9708250e-05  -2.4381083e-05  -1.9359950e-05  -1.8587959e-05  -1.9191624e-05
  -1.9716935e-05  -1.3901760e-05  -1.8761944e-05  -1.8365515e-05  -1.7024422e-05
  -1.7093399e-05  -1.6484967e-05  -1.8185197e-05  -1.7359504e-05  -1.7777565e-05
  -1.4617309e-05  -1.6870462e-05  -1.8892802e-05  -1.7743978e-05  -1.6904687e-05
  -1.6934806e-05  -1.8742186e-05  -1.7482379e-05  -1.7496738e-05  -1.6648469e-05
  -1.7464552e-05  -1.7341346e-05  -1.6714454e-05  -1.9190902e-05  -1.6930708e-05
  -1.8382712e-05  -1.9909741e-05  -1.7576889e-05  -1.2723244e-05  -7.7035172e-06
  -4.2813677e-06  -2.2737884e-06  -2.5852362e-08  -3.7880230e-10  -1.6046101e-08
  -1.2800621e-10  -1.0335218e-08  -3.5572629e-11  -6.8239125e-09  -1.6698943e-11
  -4.4260217e-09  -7.7690075e-12  -2.7533955e-09  -3.6462466e-12  -1.5204989e-09
  -1.7112373e-12  -4.7614367e-10       0.0000000
